Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,Total_Quantity,Current_Price
71315-1,Quake Beast,2016,Bionicle,Constraction,Shadow Horde,Normal,Box,3,Retail,102.0,,542.0,3.2,1.0,89.955
71340-1,Supergirl,2016,Dimensions,Miscellaneous,Promotional,Normal,Polybag,0,Promotional,6.0,1.0,2853.0,3.8,3.0,69.95
71342-1,Green Arrow,2016,Dimensions,Miscellaneous,Promotional,Normal,Polybag,0,Promotional,7.0,1.0,3077.0,4.0,5.0,29.95
75098-1,Assault on Hoth,2016,Star Wars,Licensed,Ultimate Collector Series,Normal,Box,8,LEGO exclusive,2144.0,15.0,4717.0,3.7,6.0,600.0
75113-1,Rey,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,84.0,,5302.0,3.6,5.0,10.0
75114-1,First Order Stormtrooper,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,81.0,,7356.0,3.9,13.0,28.3692
75115-1,Poe Dameron,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,102.0,,4254.0,3.7,1.0,11.2
75116-1,Finn,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,98.0,,4496.0,3.5,3.0,14.0
75117-1,Kylo Ren,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,86.0,,7784.0,3.8,13.0,35.0
75118-1,Captain Phasma,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,82.0,,6660.0,3.9,8.0,39.99
75119-1,Sergeant Jyn Erso,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,104.0,,4546.0,3.6,20.0,9.99
75120-1,K-2SO,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,169.0,,7944.0,4.2,41.0,35.0
75121-1,Imperial Death Trooper,2016,Star Wars,Licensed,Buildable Figures,Normal,Box,2,Retail,106.0,,5684.0,4.0,18.0,25.0
75125-1,Resistance X-wing Fighter Microfighter,2016,Star Wars,Licensed,Microfighters,Normal,Box,2,Retail,87.0,1.0,13396.0,3.5,17.0,15.99
75126-1,First Order Snowspeeder Microfighter,2016,Star Wars,Licensed,Microfighters,Normal,Box,2,Retail,91.0,1.0,11134.0,3.6,25.0,9.99
75127-1,The Ghost Microfighter,2016,Star Wars,Licensed,Microfighters,Normal,Box,2,Retail,104.0,1.0,10823.0,3.9,13.0,69.0
75128-1,TIE Advanced Prototype Microfighter,2016,Star Wars,Licensed,MicroFighters,Normal,Box,2,Retail,93.0,1.0,12407.0,3.6,14.0,21.99
75129-1,Wookiee Gunship Microfighter,2016,Star Wars,Licensed,Microfighters,Normal,Box,2,Retail,84.0,1.0,12445.0,3.7,20.0,23.99
75130-1,AT-DP Microfighter,2016,Star Wars,Licensed,Microfighters,Normal,Box,2,Retail,76.0,1.0,8110.0,3.6,15.0,16.0319
75131-1,Resistance Trooper Battle Pack,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,112.0,4.0,12709.0,3.7,19.0,20.0
75132-1,First Order Battle Pack,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,88.0,4.0,15167.0,3.4,23.0,18.0
75133-1,Rebel Alliance Battle Pack,2016,Star Wars,Licensed,Battlefront,Normal,Box,2,Retail,101.0,4.0,11363.0,3.9,11.0,42.0
75134-1,Galactic Empire Battle Pack,2016,Star Wars,Licensed,Battlefront,Normal,Box,2,Retail,109.0,4.0,10790.0,4.0,15.0,50.0
75135-1,Obi-Wan's Jedi Interceptor,2016,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,215.0,2.0,12361.0,4.0,7.0,125.0
75136-1,Droid Escape Pod,2016,Star Wars,Licensed,Episode IV,Normal,Box,2,Retail,197.0,4.0,13136.0,3.9,34.0,32.05
75137-1,Carbon-Freezing Chamber,2016,Star Wars,Licensed,Episode V,Normal,Box,2,Retail,231.0,3.0,21916.0,3.9,38.0,46.75
75138-1,Hoth Attack,2016,Star Wars,Licensed,Episode V,Normal,Box,2,Retail,233.0,4.0,9544.0,3.8,10.0,85.0
75139-1,Battle on Takodana,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,409.0,5.0,12282.0,3.6,21.0,35.0
75140-1,Resistance Troop Transporter,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,646.0,4.0,10167.0,4.0,11.0,68.0
75141-1,Kanan's Speeder Bike,2016,Star Wars,Licensed,Rebels,Normal,Box,2,Retail,234.0,3.0,4865.0,3.7,11.0,70.0
75142-1,Homing Spider Droid,2016,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,310.0,5.0,3640.0,3.7,13.0,120.0
75145-1,Eclipse Fighter,2016,Star Wars,Licensed,Original Content,Normal,Box,2,Retail,363.0,2.0,6536.0,3.8,9.0,50.0
75146-1,Star Wars Advent Calendar,2016,Star Wars,Licensed,Seasonal,Normal,Box,1,Retail,282.0,11.0,10981.0,3.9,18.0,44.0
75147-1,StarScavenger,2016,Star Wars,Licensed,Original Content,Normal,Box,2,Retail,558.0,4.0,5155.0,3.5,6.0,70.0
75148-1,Encounter on Jakku,2016,Star Wars,Licensed,The Force Awakens,Normal,Box,2,Retail,530.0,4.0,8850.0,3.7,21.0,35.99
10255-1,Assembly Square,2017,Creator Expert,Model making,Modular Buildings Collection,Normal,Box,2,LEGO exclusive,4002.0,9.0,26028.0,4.4,20.0,299.95
10256-1,Taj Mahal,2017,Creator Expert,Model making,Landmarks,Normal,Box,2,LEGO exclusive,5923.0,,4384.0,4.0,3.0,404.991
10257-1,Carousel,2017,Creator Expert,Model making,Fairground Collection,Normal,Box,2,LEGO exclusive,2670.0,7.0,8752.0,4.2,12.0,440.0
10258-1,London Bus,2017,Creator Expert,Model making,Vehicles,Normal,Box,2,LEGO exclusive,1686.0,,12204.0,4.2,12.0,121.491
10259-1,Winter Village Station,2017,Creator Expert,Model making,Winter Village Collection,Normal,Box,4,LEGO exclusive,902.0,5.0,12718.0,3.9,27.0,203.6194
10704-1,Creative Box,2017,Classic,Basic,Creative Box,Normal,Box,5,Retail,900.0,,2650.0,3.6,1.0,27.6
10706-1,Blue Creative Box,2017,Classic,Basic,Creative Box,Normal,Box,1,Retail,78.0,,4829.0,3.8,4.0,4.05
10707-1,Red Creative Box,2017,Classic,Basic,Creative Box,Normal,Box,1,Retail,55.0,,3712.0,3.6,1.0,6.0
10708-1,Green Creative Box,2017,Classic,Basic,Creative Box,Normal,Box,1,Retail,66.0,,4236.0,3.5,1.0,10.0
10709-1,Orange Creative Box,2017,Classic,Basic,Creative Box,Normal,Box,1,Retail,60.0,,3807.0,4.0,1.0,8.0
10732-1,Guido and Luigi's Pit Stop,2017,Juniors,Junior,Cars 3,Normal,Box,2,Retail,75.0,2.0,1744.0,3.3,6.0,19.99
10733-1,Mater's Junkyard,2017,Juniors,Junior,Cars 3,Normal,Box,2,Retail,62.0,1.0,2144.0,3.5,3.0,36.0
10734-1,Demolition Site,2017,Juniors,Junior,City,Normal,Box,2,Retail,175.0,3.0,830.0,3.7,6.0,47.16
10736-1,Anna and Elsa's Frozen Playground,2017,Juniors,Junior,Disney Princess,Normal,Box,2,Retail,94.0,2.0,1321.0,3.5,1.0,41.0607
10737-1,Batman vs. Mr. Freeze,2017,Juniors,Junior,DC Comics Super Heroes,Normal,Box,2,Retail,63.0,2.0,2396.0,3.4,4.0,16.99
10738-1,Snow White's Forest Cottage,2017,Juniors,Junior,Disney Princess,Normal,Box,2,Retail,67.0,1.0,1408.0,3.6,2.0,28.0
10742-1,Willy's Butte Speed Training,2017,Juniors,Junior,Cars 3,Normal,Box,2,Retail,95.0,2.0,1418.0,3.5,1.0,32.95
10743-1,Smokey's Garage,2017,Juniors,Junior,Cars 3,Normal,Box,2,Retail,116.0,3.0,1631.0,3.6,1.0,51.1352
10744-1,Thunder Hollow Crazy 8 Race,2017,Juniors,Junior,Cars 3,Normal,Box,2,Retail,191.0,4.0,1202.0,3.7,3.0,53.0
10745-1,Florida 500 Final Race,2017,Juniors,Junior,Cars 3,Normal,Box,4,Retail,266.0,5.0,1172.0,3.9,2.0,80.0
10746-1,Mia's Farm Suitcase,2017,Juniors,Junior,Friends,Normal,Other,2,Retail,100.0,1.0,535.0,0.0,1.0,12.0
10835-1,Family House,2017,Duplo,Pre-school,,Normal,{Not specified},2,{Not specified},69.0,3.0,546.0,0.0,1.0,79.0
10837-1,Santa's Winter Holiday,2017,Duplo,Pre-school,,Normal,Box,2,Retail,45.0,3.0,698.0,0.0,2.0,47.3489
10839-1,Shooting Gallery,2017,Duplo,Pre-school,,Normal,Box,2,Retail,32.0,2.0,269.0,0.0,1.0,22.455
10842-1,Batcave Challenge,2017,Duplo,Pre-school,Batman,Normal,{Not specified},2,{Not specified},73.0,4.0,281.0,0.0,1.0,133.0
10847-1,My First Number Train,2017,Duplo,Pre-school,,Normal,{Not specified},2,{Not specified},23.0,2.0,1665.0,3.7,4.0,19.755
10849-1,My First Plane,2017,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},10.0,,566.0,0.0,2.0,5.0
10850-1,My First Birthday Cake,2017,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},8.0,,497.0,0.0,5.0,5.841
10851-1,My First Bus,2017,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},6.0,,780.0,3.8,1.0,4.5
10852-1,My First Parrot,2017,Duplo,Pre-school,,Normal,{Not specified},2,{Not specified},7.0,,411.0,0.0,6.0,5.0
10854-1,Creative Box,2017,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},120.0,1.0,275.0,0.0,2.0,55.0
10856-1,Mater's Shed,2017,Duplo,Pre-school,Cars 3,Normal,Box,0,Retail,23.0,1.0,406.0,0.0,1.0,40.0
11914-1,DC Comics Super Heroes Build Your Own Adventure parts,2017,DC Comics Super Heroes,Licensed,Book Parts,Normal,Polybag,0,Retail - limited,80.0,1.0,1217.0,3.8,2.0,30.0
17101-1,Boost Creative Toolbox,2017,Boost,Miscellaneous,,Normal,Box,5,Retail,843.0,,4536.0,4.1,22.0,150.0
21032-1,Sydney,2017,Architecture,Model making,Skylines,Normal,Box,2,Retail - limited,361.0,,6285.0,3.9,12.0,168.2526
21033-1,Chicago,2017,Architecture,Model making,Skylines,Normal,Box,2,Retail - limited,444.0,,5778.0,4.1,7.0,205.99
21034-1,London,2017,Architecture,Model making,Skylines,Normal,Box,2,Retail - limited,468.0,,14665.0,4.1,15.0,32.0
21035-1,Solomon R. Guggenheim Museum,2017,Architecture,Model making,Landmark Series,Normal,Box,2,Retail - limited,744.0,,4072.0,4.3,9.0,132.0
21036-1,Arc de Triomphe,2017,Architecture,Model making,Landmark Series,Normal,Box,2,Retail - limited,386.0,,5598.0,4.0,3.0,98.5
21037-1,LEGO House,2017,Architecture,Model making,Miscellaneous,Normal,Box,10,Retail - limited,774.0,,3955.0,4.3,13.0,117.7497
21129-1,The Mushroom Island,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,247.0,2.0,2515.0,3.7,1.0,60.4
21130-1,The Nether Railway,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,387.0,2.0,2057.0,3.9,3.0,67.1043
21131-1,The Ice Spikes,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,454.0,2.0,934.0,3.9,1.0,123.25
21133-1,The Witch Hut,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,502.0,2.0,790.0,4.0,1.0,155.0
21134-1,The Waterfall Base,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,729.0,4.0,1158.0,4.0,4.0,98.0
21135-1,The Crafting Box 2.0,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,10,Retail,717.0,2.0,1459.0,3.7,4.0,85.0
21136-1,The Ocean Monument,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,8,Retail,1122.0,2.0,900.0,3.8,1.0,199.9173
21137-1,The Mountain Cave,2017,Minecraft,Licensed,Minifig-scale,Normal,Box,2,LEGO exclusive,2863.0,6.0,915.0,4.4,1.0,1300.0
21308-1,Adventure Time,2017,Ideas,Miscellaneous,Licensed,Normal,Box,11,Retail - limited,495.0,,2948.0,3.6,8.0,73.0
21309-1,NASA Apollo Saturn V,2017,Ideas,Miscellaneous,NASA,Normal,Box,10,Retail - limited,1969.0,,23892.0,4.7,44.0,175.0
21310-1,Old Fishing Store,2017,Ideas,Miscellaneous,,Normal,Box,10,Retail - limited,2049.0,4.0,14617.0,4.7,36.0,499.9
21312-1,Women of NASA,2017,Ideas,Miscellaneous,NASA,Normal,Box,10,Retail - limited,231.0,4.0,11468.0,4.1,33.0,39.99
30338-1,Fire Car,2017,Juniors,Junior,Fire,Normal,Polybag,2,{Not specified},28.0,1.0,1173.0,2.9,2.0,3.5
30351-1,Police Helicopter,2017,City,Modern day,Police,Normal,Polybag,2,LEGO exclusive,44.0,1.0,3811.0,3.3,12.0,2.95
30352-1,Police Car,2017,City,Modern day,Police,Normal,Polybag,2,{Not specified},50.0,1.0,3994.0,3.2,4.0,3.6679
30353-1,Tractor,2017,City,Modern day,Construction,Normal,Polybag,2,{Not specified},43.0,1.0,1451.0,3.7,3.0,11.992
30354-1,Hot Rod,2017,City,Modern day,Traffic,Normal,Polybag,2,Promotional,38.0,1.0,3902.0,3.6,4.0,5.6
30355-1,Jungle ATV,2017,City,Modern day,Jungle,Normal,Polybag,2,{Not specified},32.0,1.0,2708.0,3.5,5.0,5.1599
30376-1,Knighton Rider,2017,Nexo Knights,Action/Adventure,Promotional,Normal,Polybag,2,LEGO exclusive,42.0,1.0,1344.0,3.4,7.0,5.284
30377-1,Motor Horse,2017,Nexo Knights,Action/Adventure,Miscellaneous,Normal,Polybag,2,{Not specified},47.0,1.0,1162.0,3.5,7.0,5.0
30378-1,Shrunken Headquarters,2017,Nexo Knights,Action/Adventure,Promotional,Normal,Polybag,2,LEGO exclusive,48.0,1.0,1204.0,3.2,35.0,5.0
30379-1,Quake Mech,2017,The LEGO Ninjago Movie,Licensed,Promotional,Normal,Polybag,2,{Not specified},64.0,,1967.0,3.7,5.0,4.99
30400-1,Gymnastic Bar,2017,Friends,Modern day,Sports,Normal,Polybag,2,{Not specified},26.0,1.0,1587.0,3.6,3.0,3.1083
30401-1,Pool Foam Slide,2017,Friends,Modern day,Summer,Normal,Polybag,2,{Not specified},40.0,1.0,1619.0,3.3,2.0,3.99
30402-1,Snowboard Tricks,2017,Friends,Modern day,Snow Resort,Normal,Polybag,2,Promotional,27.0,1.0,1625.0,3.0,11.0,1.5
30425-1,CRU Master's Training Grounds,2017,Ninjago,Action/Adventure,General,Normal,Polybag,2,{Not specified},43.0,2.0,2176.0,3.6,10.0,7.2
30426-1,Stealthy Swamp Airboat,2017,Ninjago,Action/Adventure,The Hands of Time,Normal,Polybag,2,{Not specified},38.0,1.0,1971.0,3.6,16.0,6.993
30427-1,Ice Tank,2017,The LEGO Ninjago Movie,Licensed,Promotional,Normal,Polybag,2,Retail,71.0,,2951.0,3.8,15.0,4.5
30428-1,Green Ninja Mech Dragon,2017,The LEGO Ninjago Movie,Licensed,Promotional,Normal,Polybag,2,Promotional,60.0,,3988.0,3.6,12.0,5.0
30449-1,The Milano,2017,Marvel Super Heroes,Licensed,Guardians of the Galaxy Vol. 2,Normal,Polybag,2,Promotional,64.0,,3775.0,3.8,16.0,8.45
30475-1,Off Roader,2017,Creator,Model making,Miscellaneous,Normal,Polybag,2,{Not specified},33.0,,311.0,0.0,1.0,7.7503
30476-1,Happy Turtle,2017,Creator,Model making,Miscellaneous,Normal,Polybag,2,{Not specified},33.0,,1479.0,3.8,3.0,8.8
30477-1,Colorful Chameleon,2017,Creator,Model making,Miscellaneous,Normal,Polybag,2,{Not specified},53.0,,2622.0,4.0,12.0,5.5454
30478-1,Jolly Santa,2017,Creator,Model making,Seasonal,Normal,Polybag,2,Retail - limited,74.0,,3417.0,3.5,374.0,4.99
30496-1,U-Wing Fighter,2017,Star Wars,Licensed,Rogue One,Normal,Polybag,2,{Not specified},55.0,,4409.0,3.6,13.0,4.4793
30497-1,First Order Heavy Assault Walker,2017,Star Wars,Licensed,The Last Jedi,Normal,Polybag,2,{Not specified},54.0,,7684.0,3.6,29.0,5.9687
30521-1,The Mini Batmobile,2017,The LEGO Batman Movie,Licensed,Miscellaneous,Normal,Polybag,2,{Not specified},68.0,,3071.0,3.5,7.0,6.98
30522-1,Batman in the Phantom Zone,2017,The LEGO Batman Movie,Licensed,Miscellaneous,Normal,Polybag,2,Retail,59.0,1.0,6519.0,3.5,25.0,4.5849
30523-1,The Joker Battle Training,2017,The LEGO Batman Movie,Licensed,Miscellaneous,Normal,Polybag,2,Retail,49.0,1.0,4417.0,3.5,33.0,8.99
30524-1,The Mini Batwing,2017,The LEGO Batman Movie,Licensed,Promotional,Normal,Polybag,2,LEGO exclusive,80.0,,6373.0,3.7,31.0,2.99
30546-1,Krypto Saves the Day,2017,DC Super Hero Girls,Licensed,Promotional,Normal,Polybag,2,LEGO exclusive,55.0,,2090.0,3.7,11.0,3.99
30551-1,Cinderella's Kitchen,2017,Disney,Licensed,Cinderella,Normal,Polybag,2,{Not specified},37.0,1.0,1455.0,3.8,10.0,4.4
30607-1,Disco Batman - Tears of Batman ,2017,The LEGO Batman Movie,Licensed,Promotional,Normal,Polybag,0,LEGO exclusive,13.0,2.0,8045.0,3.9,67.0,18.392
30608-1,Kendo Lloyd,2017,The LEGO Ninjago Movie,Licensed,Promotional,Normal,Polybag,0,Promotional,7.0,1.0,866.0,3.3,187.0,10.0
30609-1,Lloyd,2017,The LEGO Ninjago Movie,Licensed,Promotional,Normal,Polybag,2,LEGO exclusive,6.0,1.0,5026.0,3.7,101.0,6.95
30610-1,Giant-Man Hank Pym,2017,Marvel Super Heroes,Licensed,Promotional,Normal,Polybag,0,Promotional,3.0,1.0,2039.0,3.5,15.0,14.99
30611-1,R2-D2,2017,Star Wars,Licensed,Promotional,Normal,Polybag,2,LEGO exclusive,70.0,,9053.0,4.0,77.0,20.0
30612-1,Batgirl,2017,The LEGO Batman Movie,Licensed,Promotional,Normal,Polybag,0,Retail - limited,9.0,1.0,1908.0,3.6,4.0,8.99
31054-1,Blue Express ,2017,Creator,Model making,3 in 1,Normal,Box,2,Retail,71.0,,4367.0,3.7,5.0,15.0
31055-1,Red Racer,2017,Creator,Model making,3 in 1,Normal,Box,2,Retail,72.0,,2648.0,3.4,3.0,6.25
31056-1,Green Cruiser,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,122.0,,3294.0,3.5,1.0,14.0
31057-1,Air Blazer,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,102.0,,2743.0,3.6,6.0,15.99
31058-1,Mighty Dinosaurs,2017,Creator,Model making,3 in 1,Normal,Box,16,Retail,174.0,,12245.0,4.2,10.0,10.0
31059-1,Sunset Street Bike,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,194.0,,1160.0,3.7,5.0,16.5
31060-1,Airshow Aces,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,246.0,,1248.0,3.5,2.0,21.9
31062-1,Robo Explorer,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,205.0,,5547.0,4.1,10.0,20.0
31063-1,Beachside Vacation,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,275.0,2.0,3481.0,3.7,3.0,25.0
31064-1,Island Adventures,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,359.0,1.0,2215.0,4.0,2.0,35.0
31065-1,Park Street Townhouse,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,566.0,2.0,4613.0,4.0,3.0,74.6551
31066-1,Space Shuttle Explorer,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,285.0,1.0,4968.0,4.1,5.0,32.0
31067-1,Modular Poolside Holiday,2017,Creator,Model making,3 in 1,Normal,Box,2,Retail,356.0,2.0,3656.0,3.7,2.0,41.99
31068-1,Modular Modern Home,2017,Creator,Model making,3 in 1,Normal,Box,2,Retail,386.0,2.0,4373.0,3.8,8.0,43.7547
31069-1,Modular Family Villa,2017,Creator,Model making,3 in 1,Normal,Box,2,Retail,728.0,3.0,3506.0,4.0,2.0,99.0
31070-1,Turbo Track Racer,2017,Creator,Model making,3 in 1,Normal,Box,2,Retail,664.0,,2340.0,4.3,2.0,69.99
40170-1,Build My City Accessory Set,2017,City,Modern day,Miscellaneous,Normal,Box,2,LEGO exclusive,100.0,,3042.0,3.6,10.0,20.0
40174-1,LEGO Chess,2017,Miscellaneous,Miscellaneous,Games,Normal,Box,2,LEGO exclusive,1450.0,,3913.0,4.2,2.0,65.0
40176-1,Scarif Stormtrooper,2017,Star Wars,Licensed,Rogue One,Normal,Polybag,1,LEGO exclusive,25.0,1.0,7960.0,4.0,40.0,25.0
40177-1,City Jungle Explorer Kit,2017,City,Modern day,Jungle,Normal,Polybag,4,LEGO exclusive,40.0,1.0,982.0,3.9,9.0,14.5733
40178-1,Iconic VIP Set,2017,Promotional,Miscellaneous,LEGO brand stores,Normal,Polybag,2,LEGO exclusive,205.0,2.0,9983.0,3.9,45.0,14.99
40234-1,Year of the Rooster,2017,Seasonal,Miscellaneous,Chinese Traditional Festivals,Normal,Box,1,Retail - limited,157.0,,1325.0,3.9,2.0,49.99
40236-1,Romantic Valentine Picnic,2017,Seasonal,Miscellaneous,Valentine's Day,Normal,Box,2,LEGO exclusive,126.0,2.0,5669.0,3.9,43.0,22.0
40237-1,Easter Egg Hunt,2017,Seasonal,Miscellaneous,Easter,Normal,Box,2,LEGO exclusive,145.0,2.0,6099.0,3.8,44.0,11.99
40239-1,Narwhal,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,45.0,,607.0,0.0,2.0,9.0
40240-1,Raccoon,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,47.0,,625.0,3.6,9.0,9.63
40241-1,Platypus,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,36.0,,614.0,3.8,1.0,10.0
40242-1,Baby Chick,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,54.0,,677.0,3.4,2.0,5.0
40244-1,Dragonfly,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,37.0,,644.0,4.0,5.0,11.99
40245-1,Octopus,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,49.0,,598.0,0.0,2.0,6.37
40246-1,Tropical Fish,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,32.0,,600.0,0.0,11.0,2.6
40247-1,Dinosaur,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,43.0,,514.0,0.0,1.0,4.5
40248-1,Robot,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,54.0,,498.0,0.0,2.0,5.117
40249-1,St. Bernard Dog,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,45.0,,460.0,0.0,1.0,5.254
40250-1,Train,2017,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,56.0,,510.0,0.0,2.0,6.502
40251-1,Mini Piggy Bank,2017,Creator,Model making,Promotional,Normal,Box,2,LEGO exclusive,248.0,,4149.0,3.8,4.0,15.0
40252-1,Mini Volkswagen Beetle,2017,Creator,Model making,Promotional,Normal,Box,2,LEGO exclusive,141.0,,7373.0,4.0,16.0,20.0
40254-1,Nutcracker,2017,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,230.0,,8706.0,3.7,20.0,18.0
40260-1,Halloween Haunt,2017,Seasonal,Miscellaneous,Halloween,Normal,Box,2,LEGO exclusive,145.0,2.0,5377.0,3.9,7.0,38.5
40262-1,Christmas Train Ride,2017,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,169.0,3.0,7597.0,3.8,18.0,16.5893
40263-1,Christmas Town Square,2017,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,179.0,3.0,5733.0,3.9,6.0,34.97
40264-1,Build My Heartlake City Accessory Set,2017,Friends,Modern day,Miscellaneous,Normal,Box,2,LEGO exclusive,121.0,,861.0,3.3,6.0,14.0
40265-1,Tic-Tac-Toe,2017,Friends,Modern day,Miscellaneous,Normal,Polybag,1,LEGO exclusive,58.0,,2003.0,3.4,6.0,9.99
40266-1,Mini Keepsake Box,2017,Friends,Modern day,Accessories,Normal,Box,1,LEGO exclusive,105.0,,960.0,3.3,3.0,4.99
40268-1,R3-M2,2017,Star Wars,Licensed,Rogue One,Normal,Polybag,2,Promotional,21.0,1.0,8239.0,3.9,42.0,7.8
40295-1,LEGO House Chef,2017,Promotional,Miscellaneous,LEGO House,Normal,Polybag,0,Retail - limited,6.0,1.0,554.0,0.0,1.0,19.5532
40296-1,LEGO House Build Your Meal Brick Bag,2017,Promotional,Miscellaneous,LEGO House,Normal,Polybag,0,Retail - limited,19.0,,1029.0,0.0,1.0,8.0
40308-1,Lester,2017,Promotional,Miscellaneous,LEGO brand stores,Normal,Polybag,0,LEGO exclusive,5.0,1.0,4227.0,4.2,19.0,10.0
41143-1,Berry's Kitchen,2017,Disney,Licensed,Palace Pets,Normal,Box,2,Retail,61.0,,870.0,3.2,1.0,10.4405
41145-1,Ariel and the Magical Spell,2017,Disney,Licensed,The Little Mermaid,Normal,Box,2,Retail,222.0,2.0,1637.0,4.0,1.0,56.99
41146-1,Cinderella's Enchanted Evening,2017,Disney,Licensed,Cinderella,Normal,Box,4,Retail,350.0,2.0,1346.0,3.7,1.0,25.0
41148-1,Elsa's Magical Ice Palace,2017,Disney,Licensed,Frozen,Normal,Box,2,Retail,701.0,7.0,2050.0,4.1,1.0,49.99
41149-1,Moana's Island Adventure,2017,Disney,Licensed,Moana,Normal,Box,4,Retail,205.0,1.0,1862.0,3.5,1.0,40.0
41150-1,Moana's Ocean Voyage,2017,Disney,Licensed,Moana,Normal,Box,2,Retail,307.0,2.0,3630.0,4.0,16.0,66.1175
41182-1,The Capture of Sophie Jones,2017,Elves,Action/Adventure,,Normal,Box,2,Retail,226.0,2.0,1822.0,3.9,5.0,24.99
41183-1,The Goblin King's Evil Dragon,2017,Elves,Action/Adventure,,Normal,Box,4,Retail,339.0,2.0,2275.0,4.3,2.0,83.8953
41184-1,Aira's Airship & the Amulet Chase,2017,Elves,Action/Adventure,,Normal,Box,2,Retail,343.0,3.0,1827.0,4.0,3.0,57.5
41185-1,Magic Rescue from the Goblin Village,2017,Elves,Action/Adventure,,Normal,Box,6,Retail,637.0,5.0,1507.0,4.3,2.0,103.0398
41187-1,Rosalyn's Healing Hideout,2017,Elves,Action/Adventure,,Normal,Box,4,Retail,460.0,3.0,1955.0,4.2,5.0,115.0
41188-1,Breakout from the Goblin King's Fortress,2017,Elves,Action/Adventure,,Normal,Box,2,Retail,695.0,4.0,1476.0,4.3,6.0,60.0
41230-1,Batgirl Batjet Chase,2017,DC Super Hero Girls,Licensed,,Normal,Box,2,Retail,206.0,1.0,2121.0,3.9,6.0,21.95
41231-1,Harley Quinn to the Rescue,2017,DC Super Hero Girls,Licensed,,Normal,Box,2,Retail,217.0,2.0,1818.0,3.6,2.0,23.992
41233-1,Lashina Tank,2017,DC Super Hero Girls,Licensed,,Normal,Box,2,Retail,145.0,2.0,1757.0,3.4,4.0,8.0083
