Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,Total_Quantity,Current_Price
659-1,Police Patrol,1975,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},49.0,2.0,953.0,3.7,1.0,55.0
314-1,Police Launch,1976,LEGOLAND,Vintage,Boats,Normal,{Not specified},0,{Not specified},53.0,2.0,1118.0,3.2,1.0,149.2976
369-1,Coast Guard Station,1976,LEGOLAND,Vintage,Building,Normal,{Not specified},0,{Not specified},275.0,5.0,462.0,0.0,1.0,250.0
485-1,Fire Truck,1976,LEGOLAND,Vintage,,Normal,{Not specified},0,{Not specified},72.0,3.0,347.0,0.0,1.0,165.0
787-1,Storage Cloth,1977,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,235.0,0.0,1.0,90.0
1124-1,Digger Bucket Assembly,1977,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,3.0,,38.0,0.0,1.0,4.25
1151-1,Train Power Pick-Up Blocks,1977,Service Packs,Miscellaneous,,Normal,{Not specified},0,{Not specified},2.0,,24.0,0.0,3.0,17.0
642-1,Tow Truck and Car,1978,Town,Modern day,Classic,Normal,Box,0,Retail,44.0,,1085.0,0.0,1.0,299.99
948-1,Go-Kart,1978,Technic,Technical,,Normal,Box,0,Retail,206.0,,765.0,0.0,1.0,349.99
551-1,"Road Plates, Junction",1979,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,513.0,0.0,1.0,40.0
608-2,Taxi,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},25.0,1.0,1618.0,3.1,1.0,99.99
646-1,Auto Service,1979,Town,Modern day,Classic,Normal,{Not specified},0,{Not specified},43.0,1.0,1253.0,3.3,1.0,188.4539
1115-1,"Lighting Brick, 4.5V",1980,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,60.0,0.0,2.0,5.95
6305-1,Trees and Flowers,1980,Town,Modern day,Accessories,Normal,Box,0,Retail,12.0,,1842.0,3.8,1.0,49.99
6647-1,Highway Repair,1980,Town,Modern day,Maintenance,Normal,Box,0,Retail,55.0,1.0,2166.0,3.9,1.0,222.5061
6679-2,Exxon Tow Truck,1980,Town,Modern day,Vehicles,Normal,Box,0,Retail - limited,79.0,1.0,784.0,4.1,1.0,199.99
7816-1,Shell Tanker Wagon,1980,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},120.0,1.0,559.0,0.0,1.0,189.99
7818-1,Passenger Coach,1980,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},114.0,2.0,585.0,4.0,1.0,347.32
7822-1,Railway Station,1980,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},384.0,3.0,806.0,4.1,1.0,389.99
7850-1,8 Straight Rails Grey 4.5V,1980,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},32.0,,1122.0,3.9,4.0,39.99
7852-1,Left and Right Points Manual Grey 4.5V,1980,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},14.0,,804.0,0.0,1.0,24.97
7853-1,"Crossing, Grey 4.5V",1980,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},5.0,,381.0,0.0,1.0,24.97
6600-1,Police Patrol,1981,Town,Modern day,Classic,Normal,Box,0,Retail - limited,23.0,1.0,716.0,0.0,1.0,79.0
7862-1,Remote Controlled Decoupling and Signal 12V,1981,Trains,Modern day,4.5/12V,Normal,{Not specified},0,{Not specified},16.0,,428.0,0.0,1.0,174.99
1912-1,Car,1983,Basic,Basic,,Normal,Polybag,0,Promotional,20.0,,346.0,0.0,3.0,8.99
1913-1,Boat,1983,Basic,Basic,,Normal,Polybag,0,Promotional,27.0,,324.0,0.0,2.0,6.99
1914-1,Helicopter,1983,Basic,Basic,,Normal,Polybag,0,Promotional,20.0,,408.0,0.0,4.0,4.99
1915-1,Aircraft,1983,Basic,Basic,,Normal,Polybag,0,Promotional,20.0,,304.0,0.0,2.0,7.99
6623-1,Police Car,1983,Town,Modern day,Police,Normal,Box,0,Retail,39.0,1.0,3849.0,3.8,1.0,119.99
6823-1,Surface Transport,1983,Space,Action/Adventure,Classic,Normal,{Not specified},0,{Not specified},27.0,1.0,4452.0,3.6,1.0,139.99
7755-1,Diesel Heavy Shunting Locomotive,1983,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,164.0,1.0,529.0,4.2,2.0,850.0
7867-1,4 Lighting Standards Electric 12V,1983,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,52.0,,1033.0,4.5,1.0,99.0
1032-1,Technic II Powered Machines Set,1984,Dacta,Educational,Technic,Normal,{Not specified},0,{Not specified},278.0,,198.0,0.0,1.0,106.25
6621-1,Fire Truck,1984,Town,Modern day,Fire,Normal,Box,0,Retail,38.0,1.0,2851.0,3.4,1.0,99.0
508-1,"Basic Building Set, 5+",1985,Basic,Basic,,Normal,{Not specified},0,{Not specified},66.0,,37.0,0.0,1.0,24.99
730-2,"Basic Building Set, 7+",1985,Basic,Basic,,Normal,{Not specified},0,{Not specified},412.0,2.0,610.0,4.2,1.0,166.5
810-1,Basic Motor Set,1985,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},34.0,,554.0,0.0,2.0,75.0
1560-3,Basic Building Set,1985,Basic,Basic,Universal Building Set,Normal,Box,0,Promotional,27.0,,72.0,0.0,3.0,5.0
1562-2,Basic Building Set,1985,Basic,Basic,,Normal,Box,0,Retail - limited,32.0,,65.0,0.0,1.0,6.0
6368-1,Jet Airliner,1985,Town,Modern day,Flight,Normal,Box,0,Retail,136.0,2.0,4525.0,4.1,1.0,150.0
6604-1,Formula 1 Racer,1985,Town,Modern day,Racing,Normal,Box,0,Retail,31.0,1.0,4076.0,3.1,1.0,80.0
6697-1,Rescue-I Helicopter,1985,Town,Modern day,Emergency,Normal,Box,0,Retail - limited,82.0,2.0,3220.0,4.1,1.0,119.99
6882-1,Walking Astro Grappler,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,92.0,1.0,3144.0,3.8,1.0,425.0
6952-1,Solar Power Transporter,1985,Space,Action/Adventure,Classic,Normal,Box,0,Retail,317.0,5.0,2336.0,4.3,1.0,595.0
7817-1,Crane Wagon,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,147.0,1.0,835.0,3.9,1.0,169.99
7835-1,Road Crossing,1985,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,129.0,1.0,1453.0,4.4,1.0,134.0
813-1,"Baseplate, Green",1986,Basic,Basic,Supplementaries,Normal,{Not specified},0,{Not specified},1.0,,333.0,0.0,1.0,10.0
1555-1,Santa Claus,1986,Basic,Basic,Seasonal,Normal,Polybag,0,Retail - limited,19.0,,1066.0,0.0,1.0,2.0
1580-1,Lunar Scout,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail - limited,72.0,1.0,829.0,4.1,1.0,250.0
5580-1,Highway Rig,1986,Model Team,Model making,,Normal,Box,0,Retail,667.0,,2963.0,4.5,1.0,810.0
6023-1,Maiden's Cart,1986,Castle,Historical,Lion Knights,Normal,Box,0,Retail,43.0,2.0,2672.0,3.8,2.0,300.0
6067-1,Guarded Inn,1986,Castle,Historical,Lion Knights,Normal,Box,0,Retail,230.0,4.0,2655.0,4.6,3.0,1140.0
6074-1,Black Falcon's Fortress,1986,Castle,Historical,Black Falcons,Normal,Box,0,Retail,430.0,6.0,4689.0,4.5,1.0,1300.0
6311-1,"Road Plates, Curved",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,2304.0,3.9,1.0,26.02
6312-1,"Road Plates, Straight",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,2293.0,4.1,2.0,40.9
6313-1,"Road Plates, Cross",1986,Town,Modern day,Accessories,Normal,Shrink-wrapped,0,Retail,2.0,,1679.0,4.3,1.0,45.6
6658-1,Bulldozer,1986,Town,Modern day,Construction,Normal,Box,0,Retail,65.0,1.0,3640.0,3.8,2.0,120.0
6659-1,TV Camera Crew,1986,Town,Modern day,Vehicles,Normal,Box,0,Retail,64.0,2.0,3447.0,3.6,1.0,299.99
6677-1,Motocross Racing,1986,Town,Modern day,Racing,Normal,Box,0,Retail,72.0,1.0,2954.0,4.0,1.0,229.99
6702-1,Space Mini-Figures,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,56.0,6.0,1212.0,4.4,2.0,364.5
6940-1,Alien Moon Stalker,1986,Space,Action/Adventure,Classic,Normal,Box,0,Retail,263.0,2.0,2022.0,4.6,1.0,855.0
7823-1,Container Crane Depot,1986,Trains,Modern day,4.5/12V,Normal,Box,0,Retail,487.0,2.0,966.0,4.4,2.0,299.99
1598-1,Trial Size Offer,1987,Basic,Basic,,Normal,{Not specified},0,{Not specified},33.0,1.0,41.0,0.0,1.0,39.99
1602-1,Basic Set 3+,1987,Basic,Basic,,Normal,Polybag,0,Retail - limited,16.0,,80.0,0.0,1.0,9.0
1603-1,Basic Set 3+,1987,Basic,Basic,,Normal,Polybag,0,{Not specified},13.0,,64.0,0.0,1.0,4.5
5000-1,Replacement Motor 4.5V,1987,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,34.0,0.0,1.0,34.0
5033-1,Light and Sound 1 x 4 Lighting Brick and 4 Colour Globes,1987,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,5.0,,108.0,0.0,1.0,15.95
5101-1,Motor 4.5V,1987,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,128.0,0.0,1.0,15.0
5104-1,Pneumatic Piston Cylinder 48 mm Yellow,1987,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,1.0,,41.0,0.0,1.0,19.99
6380-1,Emergency Treatment Center,1987,Town,Modern day,Medical,Normal,Box,0,Retail,308.0,5.0,4646.0,4.2,1.0,569.99
6501-1,Sport Convertible,1987,Town,Modern day,Vehicles,Normal,Box,0,Retail,30.0,1.0,3059.0,3.3,1.0,79.99
6502-1,Turbo Racer,1987,Town,Modern day,Racing,Normal,Box,0,Retail,24.0,1.0,3149.0,3.0,1.0,35.1
6521-1,Emergency Repair Truck,1987,Town,Modern day,Maintenance,Normal,Box,0,Retail,58.0,1.0,3936.0,3.8,1.0,69.99
6641-1,4-Wheelin' Truck,1987,Town,Modern day,Vehicles,Normal,Box,0,Retail,81.0,1.0,3588.0,3.9,1.0,85.0
6808-1,Galaxy Trekkor,1987,Space,Action/Adventure,Classic,Normal,Box,0,Retail,29.0,1.0,3492.0,3.1,1.0,72.25
6827-1,Strata Scooter,1987,Space,Action/Adventure,Classic,Normal,Box,0,Retail,35.0,1.0,2843.0,3.5,1.0,119.0
6893-1,Orion II Hyperspace,1987,Space,Action/Adventure,Futuron,Normal,Box,0,Retail,163.0,2.0,1558.0,4.3,1.0,325.0
6894-1,Invader,1987,Space,Action/Adventure,Blacktron,Normal,Box,0,Retail,164.0,2.0,4236.0,4.3,2.0,495.0
6941-1,Battrax,1987,Space,Action/Adventure,Blacktron,Normal,Box,0,Retail,284.0,1.0,2969.0,4.3,1.0,617.5
6954-1,Renegade,1987,Space,Action/Adventure,Blacktron,Normal,Box,0,Retail - limited,313.0,2.0,1525.0,4.5,2.0,1170.0
6972-1,Polaris I Space Lab,1987,Space,Action/Adventure,Classic,Normal,Box,0,Retail,390.0,3.0,1576.0,4.1,1.0,720.0
951178-1,Basic Bricks,1987,Dacta,Educational,,Extended,{Not specified},0,{Not specified},18.0,,25.0,0.0,1.0,2.99
1612-1,Victory Racer,1988,Town,Modern day,Racing,Normal,Polybag,0,Retail - limited,25.0,1.0,954.0,3.4,1.0,26.0927
6309-1,Town Mini-Figures,1988,Town,Modern day,Accessories,Normal,Box,0,Retail,37.0,6.0,1507.0,3.8,2.0,50.0
6356-1,Med-Star Rescue Plane,1988,Town,Modern day,Medical,Normal,Box,0,Retail,159.0,3.0,3566.0,4.0,1.0,325.0
6395-1,Victory Lap Raceway,1988,Town,Modern day,Racing,Normal,Box,0,Retail,606.0,13.0,2082.0,4.5,1.0,650.0
6590-1,Vacation Camper,1988,Town,Modern day,Leisure,Normal,Box,0,Retail,116.0,2.0,3890.0,4.0,1.0,120.0
6848-1,Strategic Pursuer,1988,Space,Action/Adventure,Futuron,Normal,Box,0,Retail,54.0,1.0,3620.0,3.6,1.0,225.0
6876-1,Alienator,1988,Space,Action/Adventure,Blacktron,Normal,Box,0,Retail,86.0,1.0,5242.0,4.1,1.0,237.5
1625-1,Snowman,1989,Basic,Basic,Seasonal,Normal,Polybag,0,{Not specified},40.0,,647.0,0.0,2.0,10.5
1626-1,Angel,1989,Basic,Basic,Seasonal,Normal,Polybag,0,{Not specified},33.0,,472.0,0.0,1.0,25.0
1627-1,Santa,1989,Basic,Basic,Seasonal,Normal,Polybag,0,{Not specified},36.0,,650.0,0.0,1.0,10.0
1640-1,Tuttle the Turtle,1989,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},6.0,,41.0,0.0,1.0,4.25
1643-1,Lightning Striker,1989,Basic,Basic,,Normal,Polybag,0,{Not specified},16.0,,226.0,0.0,1.0,4.28
1644-1,Wind Whirler,1989,Basic,Basic,,Normal,Polybag,0,{Not specified},17.0,,418.0,0.0,1.0,4.99
1647-1,Turbo Force,1989,Basic,Basic,,Normal,Polybag,0,{Not specified},14.0,,190.0,0.0,1.0,8.0
1648-1,Swamp  Stinger,1989,Basic,Basic,,Normal,Polybag,0,{Not specified},16.0,,276.0,0.0,3.0,3.0
1649-1,Sea Skimmer,1989,Basic,Basic,,Normal,Polybag,0,{Not specified},17.0,,454.0,0.0,1.0,4.5
5038-1,Battery Box 9V Electric System,1989,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,124.0,0.0,1.0,8.9587
5082-1,Flashlight Unit 12V,1989,Service Packs,Miscellaneous,Trains,Normal,Polybag,0,LEGO exclusive,1.0,,36.0,0.0,1.0,19.99
5107-1,Pneumatic Pump Cylinder 48 mm,1989,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,1.0,,84.0,0.0,1.0,13.5
5109-1,Pneumatic Tubing and T-Junctions,1989,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,6.0,,76.0,0.0,1.0,11.99
5184-1,Castle Elements,1989,Service Packs,Miscellaneous,Castle,Normal,Polybag,0,LEGO exclusive,34.0,,101.0,0.0,1.0,114.99
6060-1,Knight's Challenge,1989,Castle,Historical,Lion Knights,Normal,Box,0,Retail - limited,168.0,8.0,1107.0,4.2,2.0,700.0
6077-2,Forestmen's River Fortress,1989,Castle,Historical,Forestmen,Normal,Box,0,Retail,357.0,6.0,3195.0,4.5,6.0,540.45
6235-1,Buried Treasure,1989,Pirates,Historical,,Normal,Box,0,Retail,20.0,1.0,8287.0,3.6,1.0,155.0
6251-1,Pirate Minifigures,1989,Pirates,Historical,Accessories,Normal,Box,0,Retail,33.0,5.0,4264.0,4.1,1.0,345.0
6260-1,Shipwreck Island,1989,Pirates,Historical,,Normal,Box,0,Retail,71.0,2.0,6685.0,4.0,1.0,285.0
6276-1,Eldorado Fortress,1989,Pirates,Historical,,Normal,Box,0,Retail,506.0,8.0,5093.0,4.6,1.0,1300.0
6781-1,SP-Striker,1989,Space,Action/Adventure,Space Police,Normal,Box,0,Retail,230.0,2.0,2441.0,4.6,3.0,800.0
6831-1,Message Decoder,1989,Space,Action/Adventure,Space Police,Normal,Box,0,Retail,34.0,1.0,5001.0,3.8,1.0,211.5
6886-1,Galactic Peace Keeper,1989,Space,Action/Adventure,Space Police,Normal,Box,0,Retail,121.0,2.0,5133.0,4.3,1.0,285.0
6895-1,Spy Trak 1,1989,Space,Action/Adventure,Space Police,Normal,Box,0,Retail,148.0,2.0,3492.0,4.1,1.0,450.0
6955-1,Space Lock-Up Isolation Base,1989,Space,Action/Adventure,Space Police,Normal,Box,0,Retail - limited,253.0,3.0,1159.0,4.4,1.0,1350.0
735-1,"Basic Building Set, 7+",1990,Basic,Basic,,Normal,Box,0,Retail,537.0,,630.0,4.4,1.0,200.0
1560-1,Glory Glider,1990,Town,Modern day,Special,Normal,Polybag,0,Promotional,22.0,1.0,801.0,2.9,1.0,9.9
1561-1,Stunt Chopper,1990,Town,Modern day,Special,Normal,Polybag,0,Promotional,31.0,1.0,726.0,0.0,4.0,9.0
1562-1,Wave Jumper,1990,Town,Modern day,Special,Normal,Polybag,0,Promotional,25.0,1.0,950.0,0.0,4.0,7.2
1563-1,Track Blaster,1990,Town,Modern day,Special,Normal,Polybag,0,Promotional,30.0,1.0,736.0,0.0,3.0,13.5
1632-1,Speedboat,1990,Town,Modern day,Boats,Normal,Box,0,Retail - limited,28.0,,1825.0,3.3,2.0,36.0
1677-1,Rabbit,1990,Basic,Basic,Seasonal,Normal,Polybag,0,Promotional,24.0,,433.0,0.0,2.0,6.23
1679-1,"Basic Building Set, 5+",1990,Basic,Basic,,Normal,Box,0,Retail,39.0,,98.0,0.0,1.0,7.0
1877-1,Crusader's Cart,1990,Castle,Historical,Forestmen,Normal,Box,0,Retail - limited,56.0,2.0,1135.0,4.1,1.0,395.0
6034-1,Black Monarch's Ghost,1990,Castle,Historical,Black Knights,Normal,Box,0,Retail,43.0,2.0,9773.0,4.1,3.0,170.034
6071-1,Forestmen's Crossing,1990,Castle,Historical,Forestmen,Normal,Box,0,Retail - limited,207.0,5.0,2397.0,4.5,2.0,1600.0
6376-1,Breezeway Café,1990,Town,Modern day,Shops and Services,Normal,Box,0,Retail,183.0,5.0,3058.0,4.6,1.0,188.0
6989-1,Mega Core Magnetizer,1990,Space,Action/Adventure,M-Tron,Normal,Box,0,Retail,503.0,3.0,2873.0,4.7,2.0,1425.0
8720-1,9V Motor Set ,1990,Technic,Technical,Supplementary,Normal,Box,0,Retail,57.0,,3146.0,3.9,1.0,59.99
1477-1,Red Race Car Number 3,1991,Town,Modern day,Racing,Normal,Box,0,Retail - limited,39.0,1.0,2416.0,3.2,1.0,10.0
1979-1,Snowman,1991,Basic,Basic,Seasonal,Normal,Polybag,0,{Not specified},42.0,,401.0,0.0,1.0,8.96
1980-1,Santa's Elves,1991,Basic,Basic,Seasonal,Normal,Polybag,0,{Not specified},30.0,,357.0,0.0,1.0,22.3967
4031-1,Firefighter,1991,Boats,Modern day,,Normal,Box,0,Retail,361.0,4.0,1290.0,4.4,1.0,275.0
4515-1,Straight Rails,1991,Trains,Modern day,9V,Normal,Box,0,Retail,8.0,,3024.0,4.0,19.0,50.4242
4520-1,Curved Rails,1991,Trains,Modern day,9V,Normal,Box,0,Retail,8.0,,2934.0,3.8,3.0,16.0
4531-1,Manual Points with Track,1991,Trains,Modern day,9V,Normal,Box,0,Retail,6.0,,3047.0,4.0,5.0,28.0
4536-1,Blue Hopper Car,1991,Trains,Modern day,9V,Normal,Box,0,Retail,166.0,,1150.0,4.2,1.0,156.0
4548-1,Transformer and Speed Regulator,1991,Trains,Modern day,9V,Normal,Box,0,Retail,3.0,,2162.0,3.7,2.0,60.0
4554-1,Metro Station,1991,Trains,Modern day,9V,Normal,Box,0,Retail,600.0,8.0,1893.0,4.6,1.0,525.0
4558-1,Metroliner,1991,Trains,Modern day,9V,Normal,Box,0,Retail,784.0,11.0,2518.0,4.6,1.0,1029.0
4563-1,Load N' Haul Railroad,1991,Trains,Modern day,9V,Normal,Box,0,Retail,476.0,3.0,2840.0,4.3,1.0,650.0
5114-1,Motor 9V,1991,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,1.0,,110.0,0.0,13.0,22.57
6259-1,Broadside's Brig,1991,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail,68.0,3.0,5377.0,3.7,1.0,125.0
6267-1,Lagoon Lock-Up,1991,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail,193.0,5.0,4345.0,4.4,1.0,700.0
6440-1,Jetport Fire Squad,1991,Town,Modern day,Fire,Normal,Box,0,Retail,159.0,2.0,1920.0,4.1,2.0,300.0
6532-1,Diesel Dumper,1991,Town,Modern day,Construction,Normal,Box,0,Retail,46.0,1.0,4141.0,3.1,2.0,29.99
6541-1,Intercoastal Seaport,1991,Town,Modern day,Boats,Normal,Box,0,Retail,545.0,5.0,2637.0,4.5,1.0,742.5
6704-1,Minifig Pack,1991,Space,Action/Adventure,Miscellaneous,Normal,Box,0,Retail,44.0,6.0,1861.0,4.4,1.0,310.0
6981-1,Aerial Intruder,1991,Space,Action/Adventure,Blacktron 2,Normal,Box,0,Retail,267.0,2.0,3080.0,4.2,1.0,697.5
8820-1,Mountain Rambler,1991,Technic,Technical,,Normal,Box,0,Retail,139.0,,2534.0,3.5,1.0,28.5
846-1,"Lighting Set, 9V",1992,Basic,Basic,Supplementaries,Normal,Box,0,Retail,39.0,,378.0,0.0,2.0,55.0
1462-1,Galactic Scout,1992,Space,Action/Adventure,Blacktron 2,Normal,Polybag,0,Retail - limited,23.0,1.0,1807.0,3.2,1.0,35.0
1492-1,Battle Cove,1992,Pirates,Historical,,Normal,Polybag,0,Retail - limited,26.0,1.0,1680.0,3.5,1.0,80.0
1549-1,Santa and Chimney,1992,Basic,Basic,Seasonal,Normal,{Not specified},0,{Not specified},62.0,,443.0,0.0,1.0,15.0
2304-1,Large Building Plate,1992,Duplo,Pre-school,,Normal,{Not specified},0,{Not specified},1.0,,1599.0,3.5,3.0,7.0
5116-1,Pneumatic Piston Cylinder 32 mm,1992,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,1.0,,58.0,0.0,1.0,9.0
6009-1,Black Knight,1992,Castle,Historical,Black Knights,Normal,Box,0,Retail,24.0,1.0,6628.0,4.1,7.0,85.0
6038-1,Wolfpack Renegades,1992,Castle,Historical,Wolfpack,Normal,Box,0,Retail,100.0,2.0,6661.0,4.3,5.0,190.0
6086-1,Black Knight's Castle,1992,Castle,Historical,Black Knights,Normal,Box,0,Retail,588.0,12.0,3891.0,4.7,1.0,3000.0
6247-1,Bounty Boat,1992,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail,36.0,3.0,4639.0,3.8,1.0,80.0
6271-1,Imperial Flagship,1992,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail,317.0,4.0,3885.0,4.3,1.0,1164.3449
6277-1,Imperial Trading Post,1992,Pirates,Historical,Imperial Guards,Normal,Box,0,Retail,608.0,9.0,2841.0,4.4,1.0,1500.0
6314-1,City People,1992,Town,Modern day,Accessories,Normal,Box,0,Retail,33.0,6.0,2267.0,4.0,1.0,55.0
6397-1,Gas N' Wash Express,1992,Town,Modern day,Shops and Services,Normal,Box,0,Retail,470.0,3.0,3135.0,4.3,1.0,319.0
6401-1,Seaside Cabana,1992,Town,Modern day,Paradisa,Normal,Box,0,Retail,45.0,2.0,3049.0,3.6,1.0,75.0
6405-1,Sunset Stables,1992,Town,Modern day,Paradisa,Normal,Box,0,Retail,133.0,2.0,1734.0,3.8,2.0,80.0
6411-1,Sand Dollar Café,1992,Town,Modern day,Paradisa,Normal,Box,0,Retail,168.0,5.0,2360.0,3.9,3.0,286.11
6511-1,Rescue Runabout,1992,Town,Modern day,Fire,Normal,Box,0,Retail,38.0,1.0,3955.0,3.3,1.0,24.0
6512-1,Landscape Loader,1992,Town,Modern day,Construction,Normal,Box,0,Retail,37.0,1.0,5601.0,3.6,1.0,40.0
6533-1,Police 4 x 4,1992,Town,Modern day,Police,Normal,Box,0,Retail,62.0,1.0,3553.0,3.5,1.0,50.6063
6551-1,Checkered Flag 500,1992,Town,Modern day,Racing,Normal,Box,0,Retail,193.0,6.0,1592.0,3.8,1.0,143.955
6668-1,Recycle Truck,1992,Town,Modern day,Maintenance,Normal,Box,0,Retail,109.0,1.0,4819.0,4.2,1.0,30.0
1917-1,King's Catapult,1993,Castle,Historical,Black Knights,Normal,{Not specified},0,{Not specified},22.0,1.0,927.0,3.0,1.0,114.0
1967-1,Five Set Bonus Pack,1993,Assorted,Miscellaneous,Bonus/Value Pack,Collection,Box,0,Retail - limited,156.0,,329.0,0.0,1.0,270.0
1971-1,Battering Ram,1993,Castle,Historical,Black Knights,Normal,Box,0,Retail - limited,36.0,1.0,1010.0,3.7,1.0,35.0
1993-1,Race Value Pack,1993,Town,Modern day,Bonus/Value Pack,Collection,Box,0,Retail - limited,220.0,,126.0,0.0,1.0,85.0
4537-1,Twin Tank Transporter,1993,Trains,Modern day,9V,Normal,Box,0,Retail,174.0,1.0,1604.0,4.2,1.0,270.72
4547-1,Railroad Club Car,1993,Trains,Modern day,9V,Normal,Box,0,Retail,293.0,5.0,1479.0,4.7,1.0,630.0
4549-1,Road 'N Rail Hauler,1993,Trains,Modern day,9V,Normal,Box,0,Retail,451.0,2.0,1160.0,4.5,1.0,475.0
4741-1,Blacktron II Space Value Pack,1993,Space,Action/Adventure,Bonus/Value Pack,Collection,Box,0,Retail - limited,209.0,,109.0,0.0,1.0,877.5
5054-1,Decorated Elements,1993,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,28.0,,80.0,0.0,1.0,40.0
5059-1,Castle Accessories,1993,Service Packs,Miscellaneous,Castle,Normal,Polybag,0,LEGO exclusive,30.0,,88.0,0.0,1.0,60.0
5117-1,Compressor Pump for 8868,1993,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,7.0,,96.0,0.0,2.0,8.6258
5119-1,Micro Motor 9V,1993,Service Packs,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,4.0,,152.0,0.0,2.0,50.0
5275-1,Toggle Joints and Connector Pegs and Rods,1993,Service Packs,Miscellaneous,Technic,Normal,Polybag,0,LEGO exclusive,48.0,,47.0,0.0,5.0,4.99
6043-1,Dragon Defender,1993,Castle,Historical,Dragon Knights,Normal,Box,0,Retail,157.0,2.0,3338.0,3.7,1.0,48.4328
6056-1,Dragon Wagon,1993,Castle,Historical,Dragon Knights,Normal,Box,0,Retail,105.0,2.0,5053.0,4.0,2.0,137.75
6237-1,Pirates Plunder,1993,Pirates,Historical,,Normal,Box,0,Retail,21.0,2.0,2488.0,3.5,2.0,60.99
6539-1,Victory Cup Racers,1993,Town,Modern day,Racing,Normal,Box,0,Retail,458.0,4.0,2253.0,4.3,1.0,225.0
6595-1,Surf Shack,1993,Town,Modern day,Leisure,Normal,Box,0,Retail,93.0,3.0,2465.0,4.3,2.0,45.0
6670-1,Rescue Rig,1993,Town,Modern day,Vehicles,Normal,Box,0,Retail,114.0,1.0,4665.0,4.0,2.0,35.0
6814-1,Ice Tunnelator,1993,Space,Action/Adventure,Ice Planet 2002,Normal,Box,0,Retail,25.0,1.0,7583.0,3.7,2.0,50.0
6834-1,Celestial Sled,1993,Space,Action/Adventure,Ice Planet 2002,Normal,Box,0,Retail,55.0,1.0,7389.0,3.8,1.0,100.0
6983-1,Ice Station Odyssey,1993,Space,Action/Adventure,Ice Planet 2002,Normal,Box,0,Retail,343.0,3.0,2650.0,4.4,2.0,611.709
1710-1,Snowmobile,1994,Town,Modern day,Leisure,Normal,Polybag,0,Retail - limited,24.0,1.0,1209.0,3.4,1.0,17.017
1711-1,Ice Planet Scooter,1994,Space,Action/Adventure,Ice Planet 2002,Normal,Polybag,0,Retail - limited,19.0,1.0,1819.0,3.2,1.0,40.0
1713-1,Shipwrecked Pirate,1994,Pirates,Historical,,Normal,Polybag,0,Promotional,23.0,1.0,1898.0,3.3,2.0,6.0
1722-1,Town / Space Value Pack,1994,Assorted,Miscellaneous,Bonus/Value Pack,Collection,Box,0,Retail - limited,106.0,,740.0,0.0,1.0,202.5
